index,signal_factor,protocol,n,is_info,mean,std,median,min,max,feature_group
142,10.0,DGP Realizations,8192,False,-0.0006161772367477464,0.0036439941293374654,0.0,-0.014273393343163576,0.009413194355795795,noise
143,10.0,DGP Realizations,8192,True,0.5640552168009106,0.005624799275631262,0.5640519371559245,0.5501670622911603,0.5806264847154647,informative
144,10.0,K-Fold CV,32,False,0.000875,0.0751423391194277,0.0,-0.8333333333333331,0.8333333333333331,noise
145,10.0,K-Fold CV,32,True,0.015999999999999993,0.10723131123727443,0.0,-0.5,0.8333333333333331,informative
146,10.0,K-Fold CV,64,False,-0.0017703703703703692,0.16004602940724724,0.0,-0.7833333333333332,0.7499999999999998,noise
147,10.0,K-Fold CV,64,True,0.26319484126984133,0.24198811873204593,0.28333333333333355,-0.6722222222222225,0.7833333333333332,informative
148,10.0,K-Fold CV,128,False,-0.001764425389425388,0.07909756984000602,0.0,-0.5023865023865022,0.46383061383061386,noise
149,10.0,K-Fold CV,128,True,0.3710876082251083,0.14242341833602054,0.38026175213675173,-0.2524801587301586,0.6993645243645246,informative
150,10.0,K-Fold CV,256,False,0.00161741998044912,0.06523986960047644,0.0,-0.3393546701499983,0.38310501093540705,noise
151,10.0,K-Fold CV,256,True,0.5101880209973821,0.0984079387743309,0.5229831239611449,0.020741591741591625,0.709788919661172,informative
152,10.0,K-Fold CV,512,False,-0.0004897236654892407,0.04918437396068778,0.0,-0.24961829126077384,0.22417766626016555,noise
153,10.0,K-Fold CV,512,True,0.5490401185245778,0.07107770155814272,0.5526183917992012,0.21317679174803583,0.6973949735472607,informative
154,10.0,K-Fold CV,1024,False,0.0011122095551726631,0.034135191505930626,0.0,-0.1830750937271466,0.1664598847542087,noise
155,10.0,K-Fold CV,1024,True,0.5633041716576721,0.0484009019739457,0.5664367000008794,0.3829629744158851,0.6891526352033188,informative
156,10.0,K-Fold CV,2048,False,-0.000815564726227632,0.023952405626162975,0.0,-0.09561349980712253,0.11098039959371642,noise
157,10.0,K-Fold CV,2048,True,0.5619616129939954,0.03584413010587322,0.562756358423017,0.4297586499881181,0.657886908851337,informative
158,10.0,K-Fold CV,4096,False,-0.00010928655719856728,0.016759955859364285,0.0,-0.08355814772278647,0.07008196489087837,noise
159,10.0,K-Fold CV,4096,True,0.5604909180856813,0.02410353518307277,0.5614110899843842,0.47208179316831433,0.6252928126935633,informative
160,10.0,K-Fold CV,8192,False,3.8286525650005415e-05,0.01184485837836972,0.0,-0.05258169230094323,0.0525947198325154,noise
161,10.0,K-Fold CV,8192,True,0.5623704634189916,0.017137721264547323,0.5623576389578204,0.5059710846511842,0.6119390199183763,informative
