feature,mi_original,mi_null,delta,iteration,protocol,is_informative
$X_1$,0.21847827536913922,0.0,0.21847827536913922,30,K-Fold CV,True
$Z_{1}$,0.015600601342283138,0.0028521583121454697,0.012748443030137668,30,K-Fold CV,False
$Z_{2}$,0.016519500447134572,0.02329751003214886,-0.0067780095850142885,30,K-Fold CV,False
$Z_{3}$,0.02052851034007741,0.016376368020528442,0.004152142319548968,30,K-Fold CV,False
$X_1$,0.17788286101585182,0.0,0.17788286101585182,31,K-Fold CV,True
$Z_{1}$,0.004934800506995796,0.0024769763338534645,0.002457824173142331,31,K-Fold CV,False
$Z_{2}$,0.006561906955758534,0.0,0.006561906955758534,31,K-Fold CV,False
$Z_{3}$,0.016928092122213467,0.0,0.016928092122213467,31,K-Fold CV,False
$X_1$,0.2575499641807537,0.0020646614316266465,0.25548530274912706,32,K-Fold CV,True
$Z_{1}$,0.0,0.0,0.0,32,K-Fold CV,False
$Z_{2}$,0.0,0.006461822459228994,-0.006461822459228994,32,K-Fold CV,False
$Z_{3}$,0.0030545766462712898,0.0,0.0030545766462712898,32,K-Fold CV,False
$X_1$,0.2645029452858285,0.0,0.2645029452858285,33,K-Fold CV,True
$Z_{1}$,0.007000966432616718,0.0029023224252648916,0.004098644007351826,33,K-Fold CV,False
$Z_{2}$,0.018560787376169063,0.014943013807513061,0.003617773568656002,33,K-Fold CV,False
$Z_{3}$,0.01787772450426628,0.0,0.01787772450426628,33,K-Fold CV,False
$X_1$,0.23683497376276041,0.0,0.23683497376276041,34,K-Fold CV,True
$Z_{1}$,0.0,0.007887209690551344,-0.007887209690551344,34,K-Fold CV,False
$Z_{2}$,0.0,0.015837755921030094,-0.015837755921030094,34,K-Fold CV,False
$Z_{3}$,0.008149259560186639,0.0,0.008149259560186639,34,K-Fold CV,False
$X_1$,0.21559369003180828,0.03932071441390805,0.17627297561790023,35,K-Fold CV,True
$Z_{1}$,0.0008352599060312826,0.0,0.0008352599060312826,35,K-Fold CV,False
$Z_{2}$,0.0,0.0021647592508555746,-0.0021647592508555746,35,K-Fold CV,False
$Z_{3}$,0.00881364276758001,0.0,0.00881364276758001,35,K-Fold CV,False
$X_1$,0.1979777658882491,0.0,0.1979777658882491,36,K-Fold CV,True
$Z_{1}$,0.0,0.0,0.0,36,K-Fold CV,False
$Z_{2}$,0.007613770713415846,0.0,0.007613770713415846,36,K-Fold CV,False
$Z_{3}$,0.0,0.0,0.0,36,K-Fold CV,False
$X_1$,0.2256581441188179,0.00405836620459743,0.22159977791422047,37,K-Fold CV,True
$Z_{1}$,0.0,0.0115463459793812,-0.0115463459793812,37,K-Fold CV,False
$Z_{2}$,0.016715611652423856,0.0,0.016715611652423856,37,K-Fold CV,False
$Z_{3}$,0.0,0.018857715979126333,-0.018857715979126333,37,K-Fold CV,False
$X_1$,0.2823790320510966,0.026914412477345717,0.2554646195737509,38,K-Fold CV,True
$Z_{1}$,0.0,0.003198824963499991,-0.003198824963499991,38,K-Fold CV,False
$Z_{2}$,0.007360218295605847,0.004217554699984749,0.003142663595621098,38,K-Fold CV,False
$Z_{3}$,0.027598167681263774,0.0,0.027598167681263774,38,K-Fold CV,False
$X_1$,0.2503167049867929,0.0,0.2503167049867929,39,K-Fold CV,True
$Z_{1}$,0.001828714019063149,0.007974410263188236,-0.006145696244125087,39,K-Fold CV,False
$Z_{2}$,0.0,0.0,0.0,39,K-Fold CV,False
$Z_{3}$,0.009398258369434753,0.0,0.009398258369434753,39,K-Fold CV,False
$X_1$,0.2305077967532856,0.0,0.2305077967532856,40,K-Fold CV,True
$Z_{1}$,0.0,0.0,0.0,40,K-Fold CV,False
$Z_{2}$,0.0,0.014988381847100829,-0.014988381847100829,40,K-Fold CV,False
$Z_{3}$,0.009013684989439774,0.013449046165582068,-0.004435361176142294,40,K-Fold CV,False
$X_1$,0.2305100330008445,0.0015796837372508143,0.22893034926359368,41,K-Fold CV,True
$Z_{1}$,0.0,0.0,0.0,41,K-Fold CV,False
$Z_{2}$,0.0,0.0,0.0,41,K-Fold CV,False
$Z_{3}$,0.01616199371346072,0.023561829780796906,-0.007399836067336185,41,K-Fold CV,False
$X_1$,0.22731057853193892,0.0,0.22731057853193892,42,K-Fold CV,True
$Z_{1}$,0.006291709305148885,0.0,0.006291709305148885,42,K-Fold CV,False
$Z_{2}$,0.004476988025621242,0.0039264127580951325,0.00055057526752611,42,K-Fold CV,False
$Z_{3}$,0.0,0.0020037182471353,-0.0020037182471353,42,K-Fold CV,False
$X_1$,0.2130917825099603,0.0,0.2130917825099603,43,K-Fold CV,True
$Z_{1}$,0.009373569563560391,0.0,0.009373569563560391,43,K-Fold CV,False
$Z_{2}$,0.0,0.0008796137988231756,-0.0008796137988231756,43,K-Fold CV,False
$Z_{3}$,0.014417406786484843,0.011758022872549123,0.00265938391393572,43,K-Fold CV,False
$X_1$,0.21905061754572874,0.0,0.21905061754572874,44,K-Fold CV,True
$Z_{1}$,0.0,0.011348292436046847,-0.011348292436046847,44,K-Fold CV,False
$Z_{2}$,0.013526736115466509,0.0,0.013526736115466509,44,K-Fold CV,False
$Z_{3}$,0.009950607371078224,0.0,0.009950607371078224,44,K-Fold CV,False
$X_1$,0.230377499729832,0.015782603257637806,0.2145948964721942,45,K-Fold CV,True
$Z_{1}$,0.006374354848428965,0.0,0.006374354848428965,45,K-Fold CV,False
$Z_{2}$,0.0045877838106958,0.0,0.0045877838106958,45,K-Fold CV,False
$Z_{3}$,0.0,0.0,0.0,45,K-Fold CV,False
$X_1$,0.206832451440065,0.0012427094879114975,0.20558974195215352,46,K-Fold CV,True
$Z_{1}$,0.00930700641538973,0.0,0.00930700641538973,46,K-Fold CV,False
$Z_{2}$,0.0016755430114572256,0.0,0.0016755430114572256,46,K-Fold CV,False
$Z_{3}$,0.015949150218625974,0.0,0.015949150218625974,46,K-Fold CV,False
$X_1$,0.22107288671105252,0.0,0.22107288671105252,47,K-Fold CV,True
$Z_{1}$,0.0,0.0,0.0,47,K-Fold CV,False
$Z_{2}$,0.009051369569115675,0.01471790549557328,-0.005666535926457605,47,K-Fold CV,False
$Z_{3}$,0.020387381586218112,0.014423169877734399,0.005964211708483713,47,K-Fold CV,False
$X_1$,0.2554309460771722,0.009033867196913015,0.2463970788802592,48,K-Fold CV,True
$Z_{1}$,0.0,0.0,0.0,48,K-Fold CV,False
$Z_{2}$,0.0,0.029388456438267596,-0.029388456438267596,48,K-Fold CV,False
$Z_{3}$,0.0,0.0035354273509580203,-0.0035354273509580203,48,K-Fold CV,False
$X_1$,0.24336057101048736,0.0,0.24336057101048736,49,K-Fold CV,True
$Z_{1}$,0.0,0.0,0.0,49,K-Fold CV,False
$Z_{2}$,0.0,0.0,0.0,49,K-Fold CV,False
$Z_{3}$,0.015149309127466815,0.0028265766655701796,0.012322732461896635,49,K-Fold CV,False
$X_1$,0.2274937515811839,0.0,0.2274937515811839,0,DGP Realizations,True
$Z_{1}$,0.0,0.002753944573554268,-0.002753944573554268,0,DGP Realizations,False
$Z_{2}$,0.009557000716136521,0.005684281744795072,0.003872718971341449,0,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,0,DGP Realizations,False
$X_1$,0.22893863941279946,0.0,0.22893863941279946,1,DGP Realizations,True
$Z_{1}$,0.014620266235521928,0.0048546438633256805,0.009765622372196248,1,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,1,DGP Realizations,False
$Z_{3}$,0.0,0.00045420030296750014,-0.00045420030296750014,1,DGP Realizations,False
$X_1$,0.22342152595152465,0.0,0.22342152595152465,2,DGP Realizations,True
$Z_{1}$,0.0,0.004613389319327421,-0.004613389319327421,2,DGP Realizations,False
$Z_{2}$,0.0,0.0013196234019843267,-0.0013196234019843267,2,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,2,DGP Realizations,False
$X_1$,0.23223963001783132,0.0,0.23223963001783132,3,DGP Realizations,True
$Z_{1}$,0.005604555481861784,0.0,0.005604555481861784,3,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,3,DGP Realizations,False
$Z_{3}$,0.0,0.006848148636739548,-0.006848148636739548,3,DGP Realizations,False
$X_1$,0.23231422501944454,0.011937395148062357,0.22037682987138218,4,DGP Realizations,True
$Z_{1}$,0.0013966145089354676,0.0010990003407713722,0.00029761416816409536,4,DGP Realizations,False
$Z_{2}$,0.004407808211009279,0.0027821867026012193,0.0016256215084080594,4,DGP Realizations,False
$Z_{3}$,0.003836692175080536,0.003905757501763585,-6.906532668304877e-05,4,DGP Realizations,False
$X_1$,0.2351645890701477,0.0080434098819544,0.2271211791881933,5,DGP Realizations,True
$Z_{1}$,0.002633867818368607,0.003750112983517351,-0.0011162451651487437,5,DGP Realizations,False
$Z_{2}$,0.0,0.0009455758827794369,-0.0009455758827794369,5,DGP Realizations,False
$Z_{3}$,0.0021781996930339,0.006512409962439847,-0.004334210269405947,5,DGP Realizations,False
$X_1$,0.23240129688688027,0.0,0.23240129688688027,6,DGP Realizations,True
$Z_{1}$,0.009690873814902634,0.0,0.009690873814902634,6,DGP Realizations,False
$Z_{2}$,0.001683457272736888,0.0040636770848494486,-0.0023802198121125606,6,DGP Realizations,False
$Z_{3}$,0.002926940748395168,0.005857647839741631,-0.002930707091346463,6,DGP Realizations,False
$X_1$,0.22367567215405648,0.0,0.22367567215405648,7,DGP Realizations,True
$Z_{1}$,0.0005027892870224093,0.0,0.0005027892870224093,7,DGP Realizations,False
$Z_{2}$,0.0,0.007664162079362047,-0.007664162079362047,7,DGP Realizations,False
$Z_{3}$,0.006533999802099455,0.0,0.006533999802099455,7,DGP Realizations,False
$X_1$,0.23711450752282137,0.009404543733132265,0.2277099637896891,8,DGP Realizations,True
$Z_{1}$,0.002203436733574815,0.0,0.002203436733574815,8,DGP Realizations,False
$Z_{2}$,0.0013929627301552117,0.00221992680920291,-0.0008269640790476984,8,DGP Realizations,False
$Z_{3}$,0.0,0.006435282327671654,-0.006435282327671654,8,DGP Realizations,False
$X_1$,0.2278036781235293,0.0,0.2278036781235293,9,DGP Realizations,True
$Z_{1}$,0.012680330815228569,0.0001852043875412157,0.012495126427687353,9,DGP Realizations,False
$Z_{2}$,7.88849087696164e-05,0.009705658061557987,-0.00962677315278837,9,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,9,DGP Realizations,False
$X_1$,0.23190026463397895,0.008697458549698833,0.22320280608428011,10,DGP Realizations,True
$Z_{1}$,0.0005896710625363788,0.0,0.0005896710625363788,10,DGP Realizations,False
$Z_{2}$,0.009030237926177964,0.0,0.009030237926177964,10,DGP Realizations,False
$Z_{3}$,0.009499886939048352,0.009471436592951132,2.8450346097219636e-05,10,DGP Realizations,False
$X_1$,0.23154730226894005,0.007681361963792099,0.22386594030514795,11,DGP Realizations,True
$Z_{1}$,0.0008607480471778395,0.0075201817839216645,-0.006659433736743825,11,DGP Realizations,False
$Z_{2}$,0.006122793057117715,0.0031329264343673557,0.002989866622750359,11,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,11,DGP Realizations,False
$X_1$,0.25304458597127577,0.0030673045948876876,0.24997728137638808,12,DGP Realizations,True
$Z_{1}$,0.00285296505151722,0.0,0.00285296505151722,12,DGP Realizations,False
$Z_{2}$,0.0021860274625957743,0.0016997987515687818,0.0004862287110269925,12,DGP Realizations,False
$Z_{3}$,0.0,0.005646382755289281,-0.005646382755289281,12,DGP Realizations,False
$X_1$,0.24561800380798182,0.0,0.24561800380798182,13,DGP Realizations,True
$Z_{1}$,0.0,0.008725205842120776,-0.008725205842120776,13,DGP Realizations,False
$Z_{2}$,0.004003955617112975,0.0,0.004003955617112975,13,DGP Realizations,False
$Z_{3}$,0.003751368596681459,0.0,0.003751368596681459,13,DGP Realizations,False
$X_1$,0.2368613765056562,0.0020248129908977397,0.23483656351475846,14,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,14,DGP Realizations,False
$Z_{2}$,0.0,0.006767319067116251,-0.006767319067116251,14,DGP Realizations,False
$Z_{3}$,0.0,0.0036141709911481357,-0.0036141709911481357,14,DGP Realizations,False
$X_1$,0.22183898983493244,0.0,0.22183898983493244,15,DGP Realizations,True
$Z_{1}$,0.0028399483246843715,0.0,0.0028399483246843715,15,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,15,DGP Realizations,False
$Z_{3}$,0.0,9.098131172180501e-05,-9.098131172180501e-05,15,DGP Realizations,False
$X_1$,0.229946847389207,0.0,0.229946847389207,16,DGP Realizations,True
$Z_{1}$,0.004886856818898888,0.005474329826057556,-0.0005874730071586676,16,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,16,DGP Realizations,False
$Z_{3}$,0.005344512409600988,0.0,0.005344512409600988,16,DGP Realizations,False
$X_1$,0.22511241767268642,0.0,0.22511241767268642,17,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,17,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,17,DGP Realizations,False
$Z_{3}$,0.0,0.004116435062218038,-0.004116435062218038,17,DGP Realizations,False
$X_1$,0.24086163717539488,0.0,0.24086163717539488,18,DGP Realizations,True
$Z_{1}$,0.0,5.276019107558483e-05,-5.276019107558483e-05,18,DGP Realizations,False
$Z_{2}$,0.009140001154987587,0.0,0.009140001154987587,18,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,18,DGP Realizations,False
$X_1$,0.23922978262345795,0.001510693383039552,0.2377190892404184,19,DGP Realizations,True
$Z_{1}$,0.0022237253099870458,0.006521527017739004,-0.004297801707751958,19,DGP Realizations,False
$Z_{2}$,0.012365945186549432,0.01299999293292764,-0.0006340477463782079,19,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,19,DGP Realizations,False
$X_1$,0.23648857842661286,0.0,0.23648857842661286,20,DGP Realizations,True
$Z_{1}$,0.0,0.0016301606646540456,-0.0016301606646540456,20,DGP Realizations,False
$Z_{2}$,0.006033375737379831,0.0,0.006033375737379831,20,DGP Realizations,False
$Z_{3}$,0.0,7.267061050431067e-05,-7.267061050431067e-05,20,DGP Realizations,False
$X_1$,0.23077477263542456,0.003061840054821463,0.2277129325806031,21,DGP Realizations,True
$Z_{1}$,0.0019042913740192624,0.013898895943848188,-0.011994604569828926,21,DGP Realizations,False
$Z_{2}$,0.0,0.006281871052016719,-0.006281871052016719,21,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,21,DGP Realizations,False
$X_1$,0.24568158080467306,0.0026374754069906636,0.2430441053976824,22,DGP Realizations,True
$Z_{1}$,0.0,0.0023336011349788244,-0.0023336011349788244,22,DGP Realizations,False
$Z_{2}$,0.001730339994522545,0.003098400719078853,-0.0013680607245563081,22,DGP Realizations,False
$Z_{3}$,0.002629588422261353,0.0,0.002629588422261353,22,DGP Realizations,False
$X_1$,0.2237283618201824,0.004267229342064027,0.21946113247811838,23,DGP Realizations,True
$Z_{1}$,0.0018144317236785668,0.0019714222839914974,-0.00015699056031293068,23,DGP Realizations,False
$Z_{2}$,0.0012287352575230948,0.0,0.0012287352575230948,23,DGP Realizations,False
$Z_{3}$,0.001990723728074073,0.0,0.001990723728074073,23,DGP Realizations,False
$X_1$,0.23526423159408671,0.0009262987141056556,0.23433793287998106,24,DGP Realizations,True
$Z_{1}$,0.011759973740021579,0.0009857421445031989,0.01077423159551838,24,DGP Realizations,False
$Z_{2}$,0.004245831407844847,0.0,0.004245831407844847,24,DGP Realizations,False
$Z_{3}$,0.0,6.896412716894673e-05,-6.896412716894673e-05,24,DGP Realizations,False
$X_1$,0.23425487308126414,0.0,0.23425487308126414,25,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,25,DGP Realizations,False
$Z_{2}$,0.008406401855403978,0.0012529604923496862,0.0071534413630542915,25,DGP Realizations,False
$Z_{3}$,0.0,0.0051618334100576035,-0.0051618334100576035,25,DGP Realizations,False
$X_1$,0.23621115439456442,0.0011380812599135481,0.23507307313465087,26,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,26,DGP Realizations,False
$Z_{2}$,2.9034126211691103e-05,0.0,2.9034126211691103e-05,26,DGP Realizations,False
$Z_{3}$,0.0,0.007259900319549928,-0.007259900319549928,26,DGP Realizations,False
$X_1$,0.23783545500996506,0.007488333934755342,0.23034712107520972,27,DGP Realizations,True
$Z_{1}$,0.0020048560512693214,0.0,0.0020048560512693214,27,DGP Realizations,False
$Z_{2}$,0.003321916657496704,0.0024643393742160846,0.0008575772832806194,27,DGP Realizations,False
$Z_{3}$,0.004909593243602739,0.0,0.004909593243602739,27,DGP Realizations,False
$X_1$,0.2525058771283841,0.0019183460660343599,0.25058753106234977,28,DGP Realizations,True
$Z_{1}$,0.0017944762727877261,0.0,0.0017944762727877261,28,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,28,DGP Realizations,False
$Z_{3}$,0.008692983068600224,0.0,0.008692983068600224,28,DGP Realizations,False
$X_1$,0.23150302290692348,0.0028959032114865835,0.2286071196954369,29,DGP Realizations,True
$Z_{1}$,0.004547392717292098,0.0,0.004547392717292098,29,DGP Realizations,False
$Z_{2}$,0.0008880933357833243,0.006198147954840749,-0.005310054619057425,29,DGP Realizations,False
$Z_{3}$,0.004390132603057317,0.0023505937712071656,0.0020395388318501517,29,DGP Realizations,False
$X_1$,0.24043570370744938,0.0,0.24043570370744938,30,DGP Realizations,True
$Z_{1}$,0.005209353341819156,0.0013710599443954585,0.0038382933974236977,30,DGP Realizations,False
$Z_{2}$,0.0008145356769575507,0.0,0.0008145356769575507,30,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,30,DGP Realizations,False
$X_1$,0.23147699240344033,0.0,0.23147699240344033,31,DGP Realizations,True
$Z_{1}$,0.006313611131603114,0.0006044769788249305,0.005709134152778184,31,DGP Realizations,False
$Z_{2}$,0.008800356147247612,0.001964973110881729,0.006835383036365883,31,DGP Realizations,False
$Z_{3}$,0.003415010697166654,0.0013731351879795461,0.0020418755091871077,31,DGP Realizations,False
$X_1$,0.22608273373900967,0.004804327235328643,0.22127840650368102,32,DGP Realizations,True
$Z_{1}$,0.001887534594727569,0.0,0.001887534594727569,32,DGP Realizations,False
$Z_{2}$,0.0,0.0019718396586827502,-0.0019718396586827502,32,DGP Realizations,False
$Z_{3}$,0.0,0.0017061929244075458,-0.0017061929244075458,32,DGP Realizations,False
$X_1$,0.2360101765839595,0.0,0.2360101765839595,33,DGP Realizations,True
$Z_{1}$,0.005298353558468527,0.0,0.005298353558468527,33,DGP Realizations,False
$Z_{2}$,0.0,0.012299042440793606,-0.012299042440793606,33,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,33,DGP Realizations,False
$X_1$,0.21478058319201554,0.00798739552695693,0.2067931876650586,34,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,34,DGP Realizations,False
$Z_{2}$,0.0,0.008666545488981825,-0.008666545488981825,34,DGP Realizations,False
$Z_{3}$,0.006415390663591758,0.0,0.006415390663591758,34,DGP Realizations,False
$X_1$,0.22595875535911203,0.0,0.22595875535911203,35,DGP Realizations,True
$Z_{1}$,0.0027963203866891995,0.0,0.0027963203866891995,35,DGP Realizations,False
$Z_{2}$,0.0057193403841862,0.00790990972772665,-0.0021905693435404494,35,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,35,DGP Realizations,False
$X_1$,0.22549802430734944,0.0015845435313863732,0.22391348077596307,36,DGP Realizations,True
$Z_{1}$,0.0015310305760394272,0.0,0.0015310305760394272,36,DGP Realizations,False
$Z_{2}$,0.0007999197732750929,0.0,0.0007999197732750929,36,DGP Realizations,False
$Z_{3}$,0.0,0.0008722382575037102,-0.0008722382575037102,36,DGP Realizations,False
$X_1$,0.2295812916589397,0.0,0.2295812916589397,37,DGP Realizations,True
$Z_{1}$,0.007073791576567512,0.0,0.007073791576567512,37,DGP Realizations,False
$Z_{2}$,0.009952389663212546,0.0,0.009952389663212546,37,DGP Realizations,False
$Z_{3}$,0.002470982100367003,0.0,0.002470982100367003,37,DGP Realizations,False
$X_1$,0.22429644968083262,0.01072612867948175,0.21357032100135087,38,DGP Realizations,True
$Z_{1}$,0.002588207012492738,0.0,0.002588207012492738,38,DGP Realizations,False
$Z_{2}$,0.0,0.0031161119826812467,-0.0031161119826812467,38,DGP Realizations,False
$Z_{3}$,0.0025328747803223806,0.0,0.0025328747803223806,38,DGP Realizations,False
$X_1$,0.24256791928117383,0.0,0.24256791928117383,39,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,39,DGP Realizations,False
$Z_{2}$,0.005028009341744966,3.260583460917843e-05,0.004995403507135787,39,DGP Realizations,False
$Z_{3}$,0.0006408980094110284,0.0,0.0006408980094110284,39,DGP Realizations,False
$X_1$,0.2230107967070547,0.0006138289164727695,0.22239696779058193,40,DGP Realizations,True
$Z_{1}$,0.0,0.005746532523072556,-0.005746532523072556,40,DGP Realizations,False
$Z_{2}$,0.004366426688776848,0.0,0.004366426688776848,40,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,40,DGP Realizations,False
$X_1$,0.2222082239937635,0.0021678418501425156,0.22004038214362098,41,DGP Realizations,True
$Z_{1}$,0.003999644396806001,0.012677316919294412,-0.008677672522488411,41,DGP Realizations,False
$Z_{2}$,0.00596321683467993,0.0,0.00596321683467993,41,DGP Realizations,False
$Z_{3}$,0.00016166718134735802,0.0,0.00016166718134735802,41,DGP Realizations,False
$X_1$,0.23308049907771422,0.005253908527173667,0.22782659055054055,42,DGP Realizations,True
$Z_{1}$,0.007619755721206989,0.0010746858401078363,0.0065450698810991526,42,DGP Realizations,False
$Z_{2}$,0.0,0.0021547014954732546,-0.0021547014954732546,42,DGP Realizations,False
$Z_{3}$,0.0,0.004206496588367248,-0.004206496588367248,42,DGP Realizations,False
$X_1$,0.23237729395157958,0.002373208118642278,0.2300040858329373,43,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,43,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,43,DGP Realizations,False
$Z_{3}$,0.0,0.0,0.0,43,DGP Realizations,False
$X_1$,0.23535995551040134,0.0,0.23535995551040134,44,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,44,DGP Realizations,False
$Z_{2}$,0.0015002447183594114,0.0005016561385970952,0.0009985885797623162,44,DGP Realizations,False
$Z_{3}$,0.0,0.002126237626883576,-0.002126237626883576,44,DGP Realizations,False
$X_1$,0.2232727024401302,0.006184411788539457,0.21708829065159074,45,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,45,DGP Realizations,False
$Z_{2}$,0.0,0.004419104089049775,-0.004419104089049775,45,DGP Realizations,False
$Z_{3}$,0.0,0.010261613212263487,-0.010261613212263487,45,DGP Realizations,False
$X_1$,0.23337688428303105,0.002489371018130182,0.23088751326490087,46,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,46,DGP Realizations,False
$Z_{2}$,0.0,0.0,0.0,46,DGP Realizations,False
$Z_{3}$,0.0013645566385847019,0.0,0.0013645566385847019,46,DGP Realizations,False
$X_1$,0.21176015302933426,0.0,0.21176015302933426,47,DGP Realizations,True
$Z_{1}$,0.0,0.0,0.0,47,DGP Realizations,False
$Z_{2}$,0.0002460453831969467,0.004604168860338653,-0.0043581234771417066,47,DGP Realizations,False
$Z_{3}$,0.0,0.002327786555075484,-0.002327786555075484,47,DGP Realizations,False
$X_1$,0.2427249881465645,0.0,0.2427249881465645,48,DGP Realizations,True
$Z_{1}$,0.007171490728004937,0.0014102747267825677,0.005761216001222369,48,DGP Realizations,False
$Z_{2}$,0.000797174882915197,0.003775491295873401,-0.002978316412958204,48,DGP Realizations,False
$Z_{3}$,0.0006351100218129346,0.007455508086168017,-0.006820398064355082,48,DGP Realizations,False
$X_1$,0.21244371343741886,0.0006813141304955472,0.2117623993069233,49,DGP Realizations,True
$Z_{1}$,0.0007398973820529342,0.0,0.0007398973820529342,49,DGP Realizations,False
$Z_{2}$,0.005073717329884708,0.0,0.005073717329884708,49,DGP Realizations,False
$Z_{3}$,0.0011114116627326531,0.0,0.0011114116627326531,49,DGP Realizations,False
